0.0195708486891599 -0.0183583348504169 314.9817439629369500 -21.2393808726353900 21.1737657211730020 0.0052629386484920 0.6112310581377340  1.8849447300799478 400.1129379289427600
0.0164654121320825 -0.0199816730777389 305.9789955741097700 -24.2960315851021670 17.5897737873843880 0.0041046224066902 0.6112341200433106  1.8849403688165896 400.1221043641305100
0.0125241391337316 -0.0248567275999300 296.9782712582821800 -26.7563130803700420 13.5722779373337320 0.0027939828308915 0.6112365855347551  1.8849354728482266 400.1293219856090100
0.0054161798747372 -0.0271055597138755 287.9766872237610200 -28.5583068449095130 9.2190942580146054 0.0010670881979107 0.6112383901451245  1.8849301696472665 400.1330669670492200
-0.0006692085121023 -0.0284982092582993 278.9763529007559600 -29.6577765401032140 4.6374752181175989 -0.0008516364357831 0.6112394900760776  1.8849245886004538 400.1337582677342100
-0.0067768050890215 -0.0296443605706128 269.9744497641014500 -30.0257758344827760 -0.0599943089099372 -0.0029593037591378 0.6112398581359422  1.8849188741375715 400.1313796752697300
-0.0042973920650721 -0.0267271099588954 269.9667889752833500 -30.0291105682634620 -0.0679607200997143 -0.0025261750916036 0.6112398555995945  1.8849131242601429 400.1289947241461400
-0.0029833992784438 -0.0272119377556858 269.9672837515239500 -30.0288933179603500 -0.0716466057003196 -0.0023520910331723 0.6112398531242237  1.8849073892209671 400.1273927784235400
-0.0026343652272948 -0.0271960907629517 269.9678588473714700 -30.0238638643677580 -0.0752607034446513 -0.0023297379839942 0.6112398507855407  1.8849016789642130 400.1259881521751800
-0.0021972582873030 -0.0292213409611017 269.9664919830422000 -30.0215949806393850 -0.0791281722010661 -0.0020277431128005 0.6112398482949408  1.8848959543355310 400.1246718486227100
-0.0028944791111433 -0.0277036222367933 269.9647684149708200 -30.0244174992039560 -0.0828465939238320 -0.0019173130080817 0.6112398455401493  1.8848902049580161 400.1232071497687500
-0.0040208858675594 -0.0259204872468670 269.9643704803876900 -30.0386009461284580 -0.0859257423788222 -0.0018103895111268 0.6112398424543200  1.8848843955332197 400.1213813324321200
-0.0058192007419223 -0.0255232194929799 269.9654079006522800 -30.0378237293129470 -0.0894762769549102 -0.0017830454189842 0.6112398398368917  1.8848786639019146 400.1183586475305600
-0.0042197321001634 -0.0295949372066428 269.9671002718869200 -30.0338261272862040 -0.0930795976251813 -0.0015689821660552 0.6112398374675930  1.8848729528436459 400.1159992469312100
-0.0033943446617889 -0.0294836246264159 269.9670957678623000 -30.0340204040050840 -0.0969641482031626 -0.0012626124388112 0.6112398349827790  1.8848672166985758 400.1141728542290300
-0.0041736310262397 -0.0331968662781442 269.9655467231546600 -30.0351530283795680 -0.1008626107475307 -0.0010622332354526 0.6112398323580557  1.8848614764100740 400.1120587643430900
-0.0049545079293952 -0.0319978400782162 269.9644625193686800 -30.0302546064921500 -0.1048760408933959 -0.0008688532575601 0.6112398298432071  1.8848557725779889 400.1092878227808600
-0.0045095731048620 -0.0313016269171014 269.9644401749867500 -30.0363496418312400 -0.1084934789934205 -0.0007972052420412 0.6112398269468744  1.8848500049250372 400.1072148459826400
-0.0043372636020053 -0.0327371269051209 269.9632060565165800 -30.0364688561575580 -0.1121120735349370 -0.0005021358415611 0.6112398241331353  1.8848442714698874 400.1048989865212800
